2.000000000000000111e-01,8.126290548191566643e+01,0.000000000000000000e+00,5.000000000000000000e-01
2.051934401306524103e-01,8.101096209809401216e+01,4.324600692394774404e-01,5.000000082512013888e-01
2.225044929158188356e-01,8.017117052035651170e+01,1.873959133055568049e+00,5.000000343241763900e-01
2.359568826380455953e-01,7.951856953302373654e+01,2.994145607078674942e+00,5.000000532278487952e-01
2.420107057137875495e-01,7.922488476750154973e+01,3.498255040360211066e+00,5.000000622809079864e-01
2.621768501347529479e-01,7.824657867386774512e+01,5.177515155574735850e+00,5.000000908872450633e-01
2.778350322214485635e-01,7.748696380135243089e+01,6.481391598084634609e+00,5.000001116264320977e-01
2.848756919556527101e-01,7.714540087920306632e+01,7.067684703098588983e+00,5.000001216433472839e-01
3.083140477725881956e-01,7.600833746212566666e+01,9.019454412852832448e+00,5.000001532948828986e-01
3.264977661090295857e-01,7.512619148030717042e+01,1.053365749605658053e+01,5.000001762404996386e-01
3.346709779656199535e-01,7.472967917661949855e+01,1.121427280103300816e+01,5.000001874429857995e-01
3.618624954735547572e-01,7.341051901192096807e+01,1.347861677081639442e+01,5.000002228402325999e-01
3.829407286564177615e-01,7.238793617833371741e+01,1.523388365436876413e+01,5.000002484999241936e-01
3.924177078623517501e-01,7.192816282838070663e+01,1.602308958239096626e+01,5.000002612215150855e-01
4.239283982154768426e-01,7.039942873696431036e+01,1.864717718266044955e+01,5.000003014182829997e-01
4.483362956756496431e-01,6.921528449749301615e+01,2.067977184656922418e+01,5.000003305557331190e-01
4.593240881645844209e-01,6.868219580713549988e+01,2.159482924720364139e+01,5.000003453193223590e-01
4.958402960870186282e-01,6.691055834233820576e+01,2.463587924288564679e+01,5.000003919677252773e-01
5.241074239065581786e-01,6.553913647676554888e+01,2.698995032032069474e+01,5.000004257802473928e-01
5.368662154389719499e-01,6.492008831680315950e+01,2.805256864381574644e+01,5.000004434958409405e-01
5.792538579760955209e-01,6.286346702548696186e+01,3.158283132836982787e+01,5.000004994711079176e-01
6.120517721715065251e-01,6.127213245551430276e+01,3.431441170586855804e+01,5.000005400424579749e-01
6.269249543191501850e-01,6.055040350005002381e+01,3.555330994454511284e+01,5.000005625331331860e-01
6.763327184112831736e-01,5.815286485072728340e+01,3.966885101027339289e+01,5.000006335954252368e-01
7.145581366462958606e-01,5.629795465697498003e+01,4.285293111136222421e+01,5.000006851001921326e-01
7.320245367789846025e-01,5.544997199266675381e+01,4.430866772065950698e+01,5.000007169721206735e-01
7.900637639211545160e-01,5.263220282889783874e+01,4.914594541278185602e+01,5.000008176750379008e-01
8.349841586386470560e-01,5.045134362170494313e+01,5.288983439920929897e+01,5.000008906608057746e-01
8.349896871113735575e-01,4.946591168550448714e+01,5.486043196232227359e+01,5.000009510421163927e-01
8.350071550687951927e-01,4.635230615007244381e+01,6.108680159150178213e+01,5.000011418227200410e-01
8.350198151095821197e-01,4.409569579578832332e+01,6.559941245713950764e+01,5.000012800908865129e-01
