fe,time_h,reaction_idx,is_active,is_candidate,X,N,G,F,E
1,6.000000,292,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,297,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,298,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,299,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,300,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,301,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,306,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,309,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,310,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,311,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,314,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,315,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,318,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,319,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,320,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,321,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,323,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,325,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,328,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,329,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,330,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,331,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,332,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,338,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,339,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,341,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,342,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,343,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,344,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,345,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,346,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,347,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,348,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,349,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,350,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,354,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,355,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,358,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,359,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,360,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,361,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,362,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,363,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,364,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,365,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,366,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,367,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,368,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,369,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,370,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,371,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,372,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,373,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,379,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,380,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,381,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,382,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,383,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,384,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,385,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,386,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,387,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,388,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,390,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,391,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,392,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,393,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,394,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,395,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,396,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,397,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,398,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,399,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,400,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,401,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,402,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,410,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,411,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,412,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,413,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,414,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,419,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,421,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,422,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,423,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,424,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,427,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,429,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,430,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,431,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,432,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,433,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,434,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,438,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,441,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,443,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,445,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,446,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,447,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,448,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,449,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,450,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,451,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,453,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,454,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,455,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,456,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,511,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,512,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,513,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,514,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,515,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,516,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,517,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,518,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,519,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,520,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,521,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,522,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,523,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,524,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,526,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,527,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,528,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,529,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,533,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,536,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,537,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,538,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,541,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,542,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,543,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,549,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,552,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,553,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,557,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,559,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,561,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,569,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,571,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,572,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,574,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,576,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,577,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,579,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,580,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,581,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,582,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,583,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,584,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,586,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,588,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,589,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,590,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,607,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,608,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,609,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,620,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,623,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,633,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,634,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,635,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,637,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,638,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,639,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,640,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,641,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,642,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,643,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,644,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,645,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,647,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,648,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,649,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,650,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,651,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,653,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,655,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,656,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,657,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,658,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,659,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,660,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,661,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,662,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,663,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,664,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,665,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,668,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,669,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,670,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,671,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,672,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,673,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,674,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,675,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,677,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,678,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,680,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,681,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,683,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,684,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,685,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,686,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,688,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,689,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,690,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,691,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,692,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,696,0,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,697,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,698,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,699,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,700,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
1,6.000000,701,1,1,0.599615,0.129841,93.586346,106.248659,5.383146
