time,X,N,G,F,E,Temp
28.6,1.0102692162457954,0.09675603518716966,85.51733246815591,102.29212785839502,17.268220520831516,293.15305439679713
28.7,1.0124225689983126,0.09657395709915752,85.44890549096019,102.26544350797741,17.317925142560927,293.1533754136531
28.8,1.0145776708937528,0.09639176206013607,85.38049414314239,102.23874422234229,17.36763206213107,293.1537301441692
28.9,1.0167345141803452,0.09620945403496903,85.31209797509808,102.21202987975815,17.417341756607666,293.154122123432
29.0,1.0188930916861567,0.09602703718869919,85.2437165084354,102.1853003434351,17.467054735834363,293.15455525597196
29.1,1.0210533968190907,0.09584451588654862,85.17534923597496,102.158555461525,17.5167715424327,293.1550338541004
29.2,1.0232154235668873,0.09566189469391854,85.10699562174995,102.13179506712127,17.566492751802123,293.1555626801643
29.3,1.025379166497125,0.09547917837638938,85.03865510100607,102.10501897825908,17.616218972119988,293.15614699310635
29.4,1.0275446207572179,0.09529637189972072,84.97032708020151,102.07822699791521,17.66595084434154,293.1567925997521
29.5,1.0297117820744177,0.09511348042985134,84.90201093700706,102.05141891400815,17.71568904219995,293.15750591128364
29.6,1.0318806467558135,0.09493050933289923,84.83370602030598,102.02459449939802,17.765434272206278,293.1582940054009
29.7,1.034051211688331,0.09474746417516157,84.76541165019408,101.99775351188663,17.815187273649492,293.15916469471244
29.8,1.036223474338733,0.0945643507231147,84.69712711797973,101.97089569421745,17.864948818596464,293.16012660194525
29.9,1.0383974327536196,0.09438117494341412,84.62885168618376,101.94402077407561,17.91471971189198,293.1611892426064
30.0,1.0405730855594273,0.09419794300289461,84.56058458853957,101.9171284640879,17.964500791158713,293.16236311578314
30.1,1.0427504319624306,0.09401466126857005,84.4923250299931,101.89021846182277,18.014292926797257,293.16365980381505
30.2,1.04492947174874,0.09383133630763356,84.4240721867028,101.86329044979036,18.064097021986093,293.1650920816235
30.3,1.0471102052843042,0.09364797488745741,84.35582520603964,101.83634409544248,18.11391401268163,293.166674036537
30.4,1.0492926335149078,0.0934645839755931,84.28758320658716,101.80937905117258,18.163744867618156,293.1684211994972
30.5,1.051476757966173,0.09328117073977125,84.21934527814136,101.78239495431578,18.213590588307888,293.17035068857945
30.6,1.0536625807435591,0.09309774254790176,84.15111048171083,101.75539142714888,18.263452209040924,293.1724813658047
30.7,1.0558501045323625,0.09291430696807364,84.08287784951665,101.72836807689032,18.313330796885282,293.1748340082503
30.8,1.0580393325977162,0.09273087176855511,84.01464638499246,101.70132449570023,18.36322745168688,293.1774314944972
30.9,1.0602302687845908,0.09254744491779361,83.94641506278441,101.6742602606804,18.413143306069536,293.1802990074579
31.0,1.0624229175177933,0.09236403458441571,83.87818282875119,101.6471749338743,18.463079525434985,293.1834642546214
31.1,1.0646172838019685,0.09218064913722722,83.80994859996397,101.62006806226701,18.513037307962854,293.1869577067214
31.2,1.0668133732215976,0.09199729714521311,83.74171126470654,101.59293917778534,18.56301788461068,293.1908128557658
31.3,1.0690111919409993,0.09181398737753753,83.67346968247514,101.56578779729776,18.6130225191139,293.1950664932642
31.4,1.0712107467043286,0.09163072880354385,83.60522268397858,101.53861342261435,18.66305250798586,293.1997590093345
31.5,1.0734120448355788,0.0914475305927546,83.53696907113817,101.5114155404869,18.71310918051781,293.20493471315297
31.6,1.0756150942385792,0.09126440211487148,83.46870761708776,101.48419362260886,18.763193898778905,293.21064217492136
31.7,1.0778199033969962,0.09108135293977543,83.40043706617375,101.45694712561536,18.8133080576162,293.2169345891383
31.8,1.0800281420251263,0.0908981889989594,83.3320722539018,101.42963608172784,18.863539767276603,293.22387015846635
31.9,1.0822493154148531,0.09071377096573256,83.26313431876709,101.40203496040597,18.914384698381163,293.2315124968572
32.0,1.0844685449924125,0.09052995247400987,83.19437507530363,101.37449674670496,18.965066333295507,293.2399310498104
32.1,1.0866863266581808,0.09034668966522591,83.12576787551134,101.34700918681669,19.01561204877391,293.24920152867037
32.2,1.088903146710112,0.09016394168582553,83.05728656500338,101.31956019736707,19.06604883456632,293.2594063546806
32.3,1.0911194818437358,0.08998167068726384,82.98890548300604,101.29213786541598,19.116403293418355,293.2706351070883
32.4,1.0933357991521595,0.0897998418260062,82.92059946235882,101.26473044845731,19.166701641071334,293.2829849678843
