time,conc_bulk_gL,conc_lost_gL
19.7,0.8245547887969211,0.0
19.8,0.8291981459514708,0.0
19.9,0.8338415031060201,0.0
20.0,0.8384848602605697,0.0
20.1,0.8431282174151192,0.0
20.2,0.8477715745696688,0.0
20.3,0.8524149317242182,0.0
20.4,0.8570582888787677,0.0
20.5,0.8617016460333173,0.0
20.6,0.8663450031878668,0.0
20.7,0.8709883603424162,0.0
20.8,0.8756317174969659,0.0
20.9,0.8802750746515153,0.0
21.0,0.8849184318060648,0.0
21.1,0.8895617889606144,0.0
21.2,0.8942051461151639,0.0
21.3,0.8988485032697134,0.0
21.4,0.9034918604242628,0.0
21.5,0.9081352175788124,0.0
21.6,0.9127785747333619,0.0
21.7,0.9174219318879113,0.0
21.8,0.922065289042461,0.0
21.9,0.9267086461970103,0.0
22.0,0.93135200335156,0.0
22.1,0.9359953605061095,0.0
22.2,0.9406387176606589,0.0
22.3,0.9452820748152084,0.0
22.4,0.949925431969758,0.0
22.5,0.9545687891243075,0.0
22.6,0.9592121462788571,0.0
22.7,0.9638555034334064,0.0
22.8,0.9684988605879561,0.0
22.9,0.9731422177425055,0.0
23.0,0.977785574897055,0.0
23.1,0.9824289320516046,0.0
23.2,0.9870722892061541,0.0
23.3,0.9917156463607038,0.0
23.4,0.996359003515253,0.0
23.5,1.0010023606698026,0.0
23.6,1.0056457178243523,0.0
23.7,1.0102890749789015,0.0
23.8,1.0149324321334512,0.0
23.9,1.0195757892880006,0.0
24.0,1.02421914644255,0.0
24.1,1.0288625035970997,0.0
24.2,1.0335058607516492,0.0
24.3,1.0381492179061986,0.0
24.4,1.042792575060748,0.0
24.5,1.0474359322152977,0.0
24.6,1.0520792893698472,0.0
24.7,1.0567226465243966,0.0
24.8,1.0613660036789463,0.0
24.9,1.0660093608334957,0.0
25.0,1.0706527179880454,0.0
25.1,1.0752960751425948,0.0
25.2,1.0799394322971443,0.0
25.3,1.084582789451694,0.0
25.4,1.0892261466062432,0.0
25.5,1.0938695037607928,0.0
25.6,1.0985128609153425,0.0
25.7,1.1031562180698917,0.0
25.8,1.1077995752244414,0.0
25.9,1.1124429323789908,0.0
26.0,1.1170862895335403,0.0
26.1,1.12172964668809,0.0
26.2,1.1263730038426394,0.0
26.3,1.1310163609971888,0.0
26.4,1.1356597181517385,0.0
26.5,1.140303075306288,0.0
26.6,1.1449464324608374,0.0
26.7,1.149589789615387,0.0
26.8,1.1542331467699365,0.0
26.9,1.158876503924486,0.0
27.0,1.1635198610790354,0.0
27.1,1.168163218233585,0.0
27.2,1.1728065753881345,0.0
27.3,1.177449932542684,0.0
27.4,1.1820932896972334,0.0
27.5,1.186736646851783,0.0
27.6,1.1913800040063325,0.0
27.7,1.196023361160882,0.0
27.8,1.2006667183154316,0.0
27.9,1.205310075469981,0.0
28.0,1.2099534326245305,0.0
28.1,1.2145967897790801,0.0
28.2,1.2192401469336296,0.0
28.3,1.223883504088179,0.0
28.4,1.2285268612427285,0.0
28.5,1.2331702183972781,0.0
28.6,1.2378135755518276,0.0
28.7,1.2424569327063772,0.0
28.8,1.2471002898609267,0.0
28.9,1.2497018466019545,0.0
29.0,1.2504236530139154,0.0
29.1,1.2511454594258764,0.0
29.2,1.2518672658378371,0.0
29.3,1.2525890722497983,0.0
29.4,1.253310878661759,0.0
29.5,1.25403268507372,0.0
29.6,1.254754491485681,0.0
29.7,1.255476297897642,0.0
29.8,1.2561981043096029,0.0
29.9,1.2569199107215638,0.0
30.0,1.257641717133525,0.0
30.1,1.2583635235454858,0.0
30.2,1.259085329957447,0.0
30.3,1.2598071363694077,0.0
30.4,1.2605289427813684,0.0
30.5,1.2612507491933296,0.0
30.6,1.2619725556052903,0.0
30.7,1.2626943620172513,0.0
30.8,1.2634161684292122,0.0
30.9,1.2641379748411732,0.0
31.0,1.2648597812531341,0.0
31.1,1.2655815876650953,0.0
31.2,1.2663033940770563,0.0
31.3,1.2670252004890172,0.0
31.4,1.2677470069009782,0.0
31.5,1.2684688133129391,0.0
31.6,1.2691906197248999,0.0
31.7,1.269912426136861,0.0
31.8,1.2706342325488218,0.0
31.9,1.2713560389607828,0.0
32.0,1.2720778453727437,0.0
32.1,1.2727996517847047,0.0
32.2,1.2735214581966656,0.0
32.3,1.2742432646086266,0.0
32.4,1.2749650710205875,0.0
32.5,1.2756868774325485,0.0
32.6,1.2764086838445095,0.0
32.7,1.2771304902564704,0.0
32.8,1.2778522966684311,0.0
32.9,1.2785741030803923,0.0
33.0,1.279295909492353,0.0
33.1,1.2800177159043142,0.0
33.2,1.2807395223162752,0.0
33.3,1.2814613287282361,0.0
33.4,1.282183135140197,0.0
33.5,1.2829049415521578,0.0
33.6,1.283626747964119,0.0
33.7,1.2843485543760798,0.0
33.8,1.2850703607880407,0.0
33.9,1.2857921672000017,0.0
34.0,1.2865139736119626,0.0
34.1,1.2872357800239236,0.0
34.2,1.2879575864358848,0.0
34.3,2.960009911298875,0.0
34.4,2.960747132625949,0.0
34.5,2.961484353953024,0.0
34.6,2.962221575280098,0.0
34.7,2.9629587966071727,0.0
34.8,2.9636960179342466,0.0
34.9,2.9644332392613215,0.0
35.0,2.9651704605883955,0.0
35.1,2.96590768191547,0.0
35.2,2.9666449032425444,0.0
35.3,2.9673821245696193,0.0
35.4,2.9681193458966932,0.0
35.5,2.9688565672237672,0.0
35.6,2.969593788550842,0.0
35.7,2.9703310098779165,0.0
35.8,2.971068231204991,0.0
35.9,2.971805452532065,0.0
36.0,2.9725426738591394,0.0
36.1,2.973279895186214,0.0
36.2,2.9740171165132887,0.0
36.3,2.974754337840363,0.0
36.4,2.975491559167437,0.0
36.5,2.9762287804945116,0.0
36.6,2.976966001821586,0.0
36.7,2.9777032231486604,0.0
36.8,2.978440444475735,0.0
36.9,2.9791776658028093,0.0
37.0,2.9799148871298837,0.0
37.1,2.980652108456958,0.0
37.2,2.9813893297840326,0.0
37.3,2.982126551111107,0.0
37.4,2.9828637724381815,0.0
37.5,2.983600993765256,0.0
37.6,2.9843382150923303,0.0
37.7,2.9850754364194048,0.0
37.8,2.9858126577464787,0.0
37.9,2.9865498790735536,0.0
38.0,2.987287100400628,0.0
38.1,2.9880243217277025,0.0
38.2,2.988761543054777,0.0
38.3,2.9891750611125265,0.0
38.4,2.9893188289829853,0.0
38.5,2.989462596853444,0.0
38.6,2.989606364723903,0.0
38.7,2.9897501325943616,0.0
38.8,2.9898939004648204,0.0
38.9,2.9900376683352796,0.0
39.0,2.9901814362057384,0.0
39.1,2.990325204076197,0.0
39.2,2.990468971946656,0.0
39.3,2.9906127398171147,0.0
39.4,2.990756507687574,0.0
39.5,2.9909002755580327,0.0
39.6,2.9910440434284915,0.0
39.7,2.9911878112989507,0.0
39.8,2.991331579169409,0.0
39.9,2.991475347039868,0.0
40.0,2.991619114910327,0.0
40.1,2.991762882780786,0.0
40.2,2.991906650651245,0.0
40.3,2.9920504185217034,0.0
40.4,2.9921941863921626,0.0
40.5,2.992337954262622,0.0
40.6,2.99248172213308,0.0
40.7,2.9926254900035394,0.0
40.8,2.9927692578739977,0.0
40.9,2.992913025744457,0.0
41.0,2.9930567936149157,0.0
41.1,2.9932005614853745,0.0
41.2,2.9933443293558337,0.0
41.3,2.993488097226293,0.0
41.4,2.9936318650967513,0.0
41.5,2.9937756329672096,0.0
41.6,2.993919400837669,0.0
41.7,2.9940631687081276,0.0
41.8,2.9942069365785864,0.0
41.9,2.9943507044490456,0.0
42.0,2.9944944723195044,0.0
42.1,2.994638240189963,0.0
42.2,2.9947820080604224,0.0
42.3,2.9949257759308807,0.0
42.4,2.99506954380134,0.0
42.5,2.9952133116717983,0.0
42.6,2.9953570795422575,0.0
42.7,2.995500847412716,0.0
42.8,2.995644615283175,0.0
42.9,2.9957883831536343,0.0
43.0,2.9959321510240935,0.0
43.1,2.996075918894552,0.0
43.2,2.9962196867650106,0.0
43.3,2.9963634546354694,0.0
43.4,2.9965072225059286,0.0
43.5,2.9966509903763874,0.0
43.6,2.996794758246846,0.0
43.7,2.996938526117305,0.0
43.8,2.9970822939877637,0.0
43.9,2.997226061858223,0.0
44.0,2.9973698297286817,0.0
44.1,2.9975135975991405,0.0
44.2,2.9976573654695993,0.0
44.3,2.997801133340058,0.0
44.4,2.9979449012105173,0.0
44.5,2.998088669080976,0.0
44.6,2.998232436951435,0.0
44.7,2.9983762048218936,0.0
44.8,2.9985199726923524,0.0
44.9,2.9986637405628116,0.0
45.0,2.99880750843327,0.0
45.1,2.998951276303729,0.0
45.2,2.999095044174188,0.0
45.3,2.9992388120446467,0.0
45.4,2.999382579915106,0.0
45.5,2.9995263477855643,0.0
45.6,2.9996701156560235,0.0
45.7,2.9998138835264823,0.0
45.8,2.999957651396941,0.0
45.9,3.0001014192674,0.0
46.0,3.0002451871378586,0.0
46.1,3.000388955008318,0.0
46.2,3.0005327228787766,0.0
46.3,3.0006764907492354,0.0
46.4,3.000820258619694,0.0
46.5,3.000964026490153,0.0
46.6,3.001107794360612,0.0
46.7,3.001251562231071,0.0
46.8,3.0013953301015297,0.0
46.9,3.001539097971989,0.0
47.0,3.0016828658424477,0.0
47.1,3.0018266337129065,0.0
47.2,3.0019704015833653,0.0
47.3,3.002114169453824,0.0
47.4,3.0022579373242833,0.0
47.5,3.002401705194742,0.0
47.6,3.002545473065201,0.0
47.7,3.0026892409356596,0.0
47.8,3.0028330088061184,0.0
47.9,3.002976776676577,0.0
48.0,3.003120544547036,0.0
48.1,3.0032643124174947,0.0
48.2,3.003408080287954,0.0
48.3,3.0035518481584127,0.0
48.4,3.0036956160288715,0.0
48.5,3.0038393838993303,0.0
48.6,3.003983151769789,0.0
48.7,3.004126919640248,0.0
48.8,3.004270687510707,0.0
48.9,3.004414455381166,0.0
49.0,3.0045582232516246,0.0
49.1,3.0047019911220834,0.0
49.2,3.004845758992542,0.0
49.3,3.0049895268630014,0.0
49.4,3.00513329473346,0.0
49.5,3.005289802522787,0.0
49.6,3.005738498384582,0.0
49.7,3.006187194246376,0.0
49.8,3.0066358901081705,0.0
49.9,3.007084585969965,0.0
50.0,3.0075332818317593,0.0
50.1,3.0079819776935537,0.0
50.2,3.008430673555348,0.0
50.3,3.0088793694171425,0.0
50.4,3.0093280652789365,0.0
50.5,3.009776761140731,0.0
50.6,3.0102254570025258,0.0
50.7,3.0106741528643197,0.0
50.8,3.011122848726114,0.0
50.9,3.0115715445879085,0.0
51.0,3.012020240449703,0.0
51.1,3.0124689363114974,0.0
51.2,3.0129176321732913,0.0
51.3,3.0133663280350866,0.0
51.4,3.0138150238968806,0.0
51.5,3.0142637197586746,0.0
51.6,3.01471241562047,0.0
51.7,3.0151611114822634,0.0
51.8,3.015609807344058,0.0
51.9,3.0160585032058522,0.0
52.0,3.0165071990676466,0.0
52.1,3.016955894929441,0.0
52.2,3.0174045907912355,0.0
52.3,3.01785328665303,0.0
52.4,3.0183019825148243,0.0
52.5,3.0187506783766187,0.0
52.6,3.019199374238413,0.0
52.7,3.0196480701002075,0.0
52.8,3.020096765962002,0.0
52.9,3.020545461823796,0.0
53.0,3.0209941576855908,0.0
53.1,3.021442853547385,0.0
53.2,3.021891549409179,0.0
53.3,3.0223402452709736,0.0
53.4,3.022788941132768,0.0
53.5,3.0232376369945624,0.0
53.6,3.0236863328563572,0.0
53.7,3.0241350287181508,0.0
53.8,3.024583724579946,0.0
53.9,3.0250324204417396,0.0
54.0,3.025481116303534,0.0
54.1,3.0259298121653284,0.0
54.2,3.026378508027123,0.0
54.3,3.0268272038889172,0.0
54.4,3.0272758997507117,0.0
54.5,3.027724595612506,0.0
54.6,3.0281732914743005,0.0
54.7,3.028621987336095,0.0
54.8,3.0290706831978893,0.0
54.9,3.0295193790596837,0.0
55.0,3.029968074921478,0.0
55.1,3.0304167707832725,0.0
55.2,3.030865466645067,0.0
55.3,3.0313141625068614,0.0
55.4,3.0317628583686558,0.0
55.5,3.03221155423045,0.0
55.6,3.0326602500922446,0.0
55.7,3.0331089459540386,0.0
55.8,3.033557641815833,0.0
55.9,3.0340063376776274,0.0
56.0,3.034455033539422,0.0
56.1,3.034903729401216,0.0
56.2,3.0353524252630106,0.0
56.3,3.035801121124805,0.0
56.4,3.0362498169865995,0.0
56.5,3.0366985128483934,0.0
56.6,3.037147208710188,0.0
56.7,3.0375959045719823,0.0
56.8,3.0380446004337767,0.0
56.9,3.038493296295571,0.0
57.0,3.0389419921573655,0.0
57.1,3.03939068801916,0.0
57.2,3.0398393838809543,0.0
57.3,3.0402880797427487,0.0
57.4,3.0407367756045427,0.0
57.5,3.0411854714663376,0.0
57.6,3.041634167328132,0.0
57.7,3.042082863189926,0.0
57.8,3.0425315590517203,0.0
57.9,3.042980254913515,0.0
58.0,3.0434289507753096,0.0
58.1,3.0438776466371036,0.0
58.2,3.044326342498898,0.0
58.3,3.0447750383606924,0.0
58.4,3.045223734222487,0.0
58.5,3.0456724300842812,0.0
58.6,3.0461211259460756,0.0
58.7,3.04656982180787,0.0
58.8,3.0470185176696645,0.0
58.9,3.0474672135314584,0.0
59.0,3.0479159093932533,0.0
59.1,3.0483646052550477,0.0
59.2,3.0488133011168417,0.0
59.3,3.049261996978636,0.0
59.4,3.0497106928404305,0.0
59.5,3.050159388702225,0.0
59.6,3.0506080845640193,0.0
59.7,3.0510567804258137,0.0
59.8,3.051505476287608,0.0
59.9,3.051954172149402,0.0
60.0,3.052402868011197,0.0
60.1,3.0528515638729914,0.0
60.2,3.0533002597347854,0.0
60.3,3.0537489555965798,0.0
60.4,3.0541976514583746,0.0
60.5,3.054646347320169,0.0
60.6,3.055095043181963,0.0
60.7,3.0555437390437574,0.0
60.8,3.055925384869318,0.0
60.9,3.056245358694111,0.0
61.0,3.0565653325189044,0.0
61.1,3.0568853063436974,0.0
61.2,3.0572052801684904,0.0
61.3,3.0575252539932833,0.0
61.4,3.0578452278180763,0.0
61.5,3.0581652016428693,0.0
61.6,3.0584851754676623,0.0
61.7,3.0588051492924553,0.0
61.8,3.0591251231172483,0.0
61.9,3.0594450969420413,0.0
62.0,3.0597650707668342,0.0
62.1,3.0600850445916272,0.0
62.2,3.06040501841642,0.0
62.3,3.060724992241213,0.0
62.4,3.061044966066006,0.0
62.5,3.061364939890799,0.0
62.6,3.061684913715592,0.0
62.7,3.062004887540385,0.0
62.8,3.0623248613651777,0.0
62.9,3.062644835189971,0.0
63.0,3.062964809014764,0.0
63.1,3.063284782839557,0.0
63.2,3.0636047566643505,0.0
63.3,3.063924730489143,0.0
63.4,3.064244704313936,0.0
63.5,3.064564678138729,0.0
63.6,3.064884651963522,0.0
63.7,3.065204625788315,0.0
63.8,3.065524599613108,0.0
63.9,3.065844573437901,0.0
64.0,3.066164547262694,0.0
64.1,3.066484521087487,0.0
64.2,3.0668044949122795,0.0
64.3,3.067124468737073,0.0
64.4,3.0674444425618663,0.0
64.5,3.067764416386659,0.0
64.6,3.068084390211452,0.0
64.7,3.068404364036245,0.0
64.8,3.0687243378610383,0.0
64.9,3.069044311685831,0.0
65.0,3.0693642855106242,0.0
65.1,3.069684259335417,0.0
65.2,3.07000423316021,0.0
65.3,3.0703242069850027,0.0
65.4,3.070644180809796,0.0
65.5,3.0709641546345887,0.0
65.6,3.071284128459382,0.0
65.7,3.0716041022841747,0.0
65.8,3.071924076108968,0.0
65.9,3.0722440499337607,0.0
66.0,3.072564023758554,0.0
66.1,3.0728839975833466,0.0
66.2,3.07320397140814,0.0
66.3,3.073523945232933,0.0
66.4,3.073843919057726,0.0
66.5,3.0741638928825186,0.0
66.6,3.074483866707312,0.0
66.7,3.0748038405321045,0.0
66.8,3.075123814356898,0.0
66.9,3.0754437881816905,0.0
67.0,3.075763762006484,0.0
67.1,3.0760837358312765,0.0
67.2,3.07640370965607,0.0
67.3,3.0767236834808624,0.0
67.4,3.077043657305656,0.0
67.5,3.077363631130449,0.0
67.6,3.077683604955242,0.0
67.7,3.0780035787800344,0.0
67.8,3.078323552604828,0.0
67.9,3.078643526429621,0.0
68.0,3.078963500254414,0.0
68.1,3.0792834740792068,0.0
68.2,3.0796034479039998,0.0
68.3,3.0799234217287927,0.0
68.4,3.0802433955535857,0.0
68.5,3.0805633693783783,0.0
68.6,3.0808833432031717,0.0
68.7,3.0812033170279642,0.0
68.8,3.0815232908527577,0.0
68.9,3.0818432646775507,0.0
69.0,3.0821632385023436,0.0
69.1,3.082483212327136,0.0
69.2,3.0828031861519296,0.0
69.3,3.0831231599767226,0.0
69.4,3.0834431338015156,0.0
69.5,3.0837631076263086,0.0
69.6,3.0840830814511015,0.0
69.7,3.0844030552758945,0.0
69.8,3.0847230291006875,0.0
69.9,3.0850430029254805,0.0
70.0,3.0853629767502735,0.0
70.1,3.0856829505750665,0.0
70.2,3.0860029243998595,0.0
70.3,3.0863228982246524,0.0
70.4,3.0866428720494454,0.0
70.5,3.086962845874239,0.0
70.6,3.0872828196990314,0.0
70.7,3.0876027935238244,0.0
70.8,3.0879227673486174,0.0
70.9,3.0882427411734104,0.0
71.0,3.0885627149982033,0.0
71.1,3.0888826888229963,0.0
71.2,3.0892026626477893,0.0
71.3,3.0895226364725827,0.0
71.4,3.0898426102973753,0.0
71.5,3.0901625841221683,0.0
71.6,3.0904825579469617,0.0
71.7,3.0908025317717542,0.0
71.8,3.091122505596547,0.0
71.9,3.09144247942134,0.0
72.0,3.091762453246133,0.0
