time,conc_bulk_gL,conc_lost_gL
0.0,0.15513798909313162,0.0
0.1,0.15513798909313162,0.0
0.2,0.15513798909313162,0.0
0.3,0.15513798909313162,0.0
0.4,0.15513798909313162,0.0
0.5,0.15513798909313162,0.0
0.6,0.15513798909313162,0.0
0.7,0.15513798909313162,0.0
0.8,0.15513798909313162,0.0
0.9,0.15513798909313162,0.0
1.0,0.15513798909313162,0.0
1.1,0.15513798909313162,0.0
1.2,0.15513798909313162,0.0
1.3,0.15513798909313162,0.0
1.4,0.15513798909313162,0.0
1.5,0.15513798909313162,0.0
1.6,0.15513798909313162,0.0
1.7,0.15513798909313162,0.0
1.8,0.15513798909313162,0.0
1.9,0.15513798909313162,0.0
2.0,0.15513798909313162,0.0
2.1,0.15513798909313162,0.0
2.2,0.15513798909313162,0.0
2.3,0.15513798909313162,0.0
2.4,0.15513798909313162,0.0
2.5,0.1566170467927105,0.0
2.6,0.16039562770405047,0.0
2.7,0.16417420861539045,0.0
2.8,0.16795278952673043,0.0
2.9,0.1717313704380704,0.0
3.0,0.17550995134941041,0.0
3.1,0.17928853226075037,0.0
3.2,0.18306711317209035,0.0
3.3,0.18684569408343032,0.0
3.4,0.19062427499477033,0.0
3.5,0.1944028559061103,0.0
3.6,0.1981814368174503,0.0
3.7,0.20196001772879024,0.0
3.8,0.20573859864013022,0.0
3.9,0.20951717955147026,0.0
4.0,0.2132957604628102,0.0
4.1,0.2170743413741502,0.0
4.2,0.2208529222854902,0.0
4.3,0.22463150319683015,0.0
4.4,0.22841008410817015,0.0
4.5,0.23218866501951013,0.0
4.6,0.2359672459308501,0.0
4.7,0.2397458268421901,0.0
4.8,0.24352440775353007,0.0
4.9,0.24730298866487005,0.0
5.0,0.2510815695762101,0.0
5.1,0.25486015048755,0.0
5.2,0.25863873139889,0.0
5.3,0.26241731231023,0.0
5.4,0.26619589322157,0.0
5.5,0.26997447413291,0.0
5.6,0.2737530550442499,0.0
5.7,0.27753163595558994,0.0
5.8,0.2813102168669299,0.0
5.9,0.2850887977782699,0.0
6.0,0.2888673786896099,0.0
6.1,0.29264595960094986,0.0
6.2,0.29642454051228984,0.0
6.3,0.3002031214236298,0.0
6.4,0.3039817023349698,0.0
6.5,0.3077602832463098,0.0
6.6,0.31153886415764975,0.0
6.7,0.31531744506898973,0.0
6.8,0.3190960259803297,0.0
6.9,0.32287460689166975,0.0
7.0,0.32665318780300967,0.0
7.1,0.33043176871434965,0.0
7.2,0.33421034962568963,0.0
7.3,0.33798893053702966,0.0
7.4,0.34176751144836964,0.0
7.5,0.3455460923597096,0.0
7.6,0.3493246732710496,0.0
7.7,0.3531032541823896,0.0
7.8,0.35688183509372956,0.0
7.9,0.36066041600506954,0.0
8.0,0.3644389969164095,0.0
8.1,0.3682175778277495,0.0
8.2,0.3719961587390895,0.0
8.3,0.37577473965042946,0.0
8.4,0.37955332056176944,0.0
8.5,0.38333190147310947,0.0
8.6,0.38711048238444945,0.0
8.7,0.3908890632957893,0.0
8.8,0.3946676442071294,0.0
8.9,0.3984462251184694,0.0
9.0,0.4022248060298093,0.0
9.1,0.4060033869411493,0.0
9.2,0.40978196785248927,0.0
9.3,0.4135605487638293,0.0
9.4,0.4173391296751693,0.0
9.5,0.42111771058650926,0.0
9.6,0.42489629149784924,0.0
9.7,0.4286748724091892,0.0
9.8,0.4324534533205292,0.0
9.9,0.4362320342318692,0.0
10.0,0.44001061514320916,0.0
10.1,0.44378919605454914,0.0
10.2,0.4475677769658891,0.0
10.3,0.4513463578772291,0.0
10.4,0.4551249387885691,0.0
10.5,0.45890351969990906,0.0
10.6,0.46268210061124904,0.0
10.7,0.466460681522589,0.0
10.8,0.47023926243392905,0.0
10.9,0.47401784334526903,0.0
11.0,0.477796424256609,0.0
11.1,0.48157500516794893,0.0
11.2,0.4853535860792889,0.0
11.3,0.48913216699062895,0.0
11.4,0.492910747901969,0.0
11.5,0.4966893288133089,0.0
11.6,0.5004679097246489,0.0
11.7,0.5042464906359889,0.0
11.8,0.5080250715473289,0.0
11.9,0.5118036524586689,0.0
12.0,0.5155822333700087,0.0
12.1,0.5193608142813488,0.0
12.2,0.5231393951926887,0.0
12.3,0.5269179761040288,0.0
12.4,0.5306965570153688,0.0
12.5,0.5344751379267086,0.0
12.6,0.5382537188380486,0.0
12.7,0.5420322997493887,0.0
12.8,0.5458108806607287,0.0
12.9,0.5495894615720687,0.0
13.0,0.5533680424834087,0.0
13.1,0.5571466233947486,0.0
13.2,0.5609252043060886,0.0
13.3,0.5647037852174287,0.0
13.4,0.5684823661287686,0.0
13.5,0.5722609470401085,0.0
13.6,0.5760395279514485,0.0
13.7,0.5798181088627884,0.0
13.8,0.5835966897741286,0.0
13.9,0.5873752706854686,0.0
14.0,0.5911538515968084,0.0
14.1,0.5949324325081485,0.0
14.2,0.5987110134194884,0.0
14.3,0.6024895943308284,0.0
14.4,0.6062681752421684,0.0
14.5,0.6100467561535083,0.0
14.6,0.6138253370648483,0.0
14.7,0.6176039179761883,0.0
14.8,0.6213824988875284,0.0
14.9,0.6251610797988684,0.0
15.0,0.6289396607102082,0.0
15.1,0.6327182416215482,0.0
15.2,0.6364968225328883,0.0
15.3,0.6402754034442283,0.0
15.4,0.6440539843555682,0.0
15.5,0.6478325652669082,0.0
15.6,0.6516111461782481,0.0
15.7,0.6553897270895882,0.0
15.8,0.6591683080009282,0.0
15.9,0.6629468889122682,0.0
16.0,0.666725469823608,0.0
16.1,0.6705040507349481,0.0
16.2,0.674282631646288,0.0
16.3,0.6780612125576281,0.0
16.4,0.681839793468968,0.0
16.5,0.685618374380308,0.0
16.6,0.6893969552916481,0.0
16.7,0.693175536202988,0.0
16.8,0.696954117114328,0.0
16.9,0.7007326980256678,0.0
17.0,0.7045112789370078,0.0
17.1,0.7082898598483479,0.0
17.2,0.7120684407596879,0.0
17.3,0.7158470216710279,0.0
17.4,0.7196256025823679,0.0
17.5,0.7234041834937078,0.0
17.6,0.7271827644050479,0.0
17.7,0.7316876457059309,0.0
17.8,0.7363310028604805,0.0
17.9,0.7409743600150299,0.0
18.0,0.7456177171695796,0.0
18.1,0.7502610743241291,0.0
18.2,0.7549044314786786,0.0
18.3,0.759547788633228,0.0
18.4,0.7641911457877775,0.0
18.5,0.768834502942327,0.0
18.6,0.7734778600968767,0.0
18.7,0.778121217251426,0.0
18.8,0.7827645744059757,0.0
18.9,0.7874079315605251,0.0
19.0,0.7920512887150746,0.0
19.1,0.7966946458696242,0.0
19.2,0.8013380030241736,0.0
19.3,0.8059813601787231,0.0
19.4,0.8106247173332726,0.0
19.5,0.8152680744878221,0.0
19.6,0.8199114316423718,0.0
