time,conc_gL
2.460856794275861,0.15513798909313162
6.551394629909384,0.727787825218702
10.641932465542908,1.249326029807231
14.73247030117643,1.329748906016035
18.823008136809953,1.5828374671855516
22.91354597244348,1.7652795622698638
27.004083808077002,1.842422700957708
31.094621643710525,2.083685636729283
35.18515947934405,2.256206423097767
39.27569731497757,2.3346785316884096
43.3662351506111,2.5801121702454983
47.456772986244616,2.755631148740764
51.54731082187814,2.792346498949475
55.63784865751167,2.9071030032037397
59.72838649314519,2.9890966419388363
63.818924328778714,3.005271055969377
67.90946216441223,3.0557587136679767
72.00000000004576,3.0917624532462797
