time,mu_fe,Kd_fe,mu_net_fe,betaG_fe,betaF_fe,rG,rF
0.9166666666666666,0.07750387288013834,6.524798889255907e-16,0.07750387288013769,0.7648282413831098,0.9600849512800327,5.617227360584023,1.4075482005819573
1.8333333333333333,0.0773858259507853,7.055207766944509e-16,0.0773858259507846,0.6909688445604595,0.897752334422908,5.094311481760561,1.3426229116195896
2.75,0.07719313917521632,8.508168276059413e-16,0.07719313917521547,0.5564048217964169,0.745007830930098,4.141703361808051,1.1840022616263703
3.6666666666666665,0.07698764253443398,9.873359256799393e-16,0.07698764253443299,0.47656131591724543,0.6510491369150833,3.576263731265999,1.0859408919571338
4.583333333333333,0.07677979242158144,1.0790741957093524e-15,0.07677979242158035,0.43689257649642743,0.6074480266323432,3.2950572952993733,1.03984130323325
5.5,0.07657900521114416,1.1810033309572542e-15,0.07657900521114298,0.40136623100803165,0.5645764512986211,3.043192640459609,0.9945184793867691
6.416666666666666,0.07643005046895401,1.2105352371645886e-15,0.0764300504689528,0.39221042698685876,0.5636256670585932,2.978002567438122,0.9927669018983292
7.333333333333333,0.0763265847282141,1.2317946932475522e-15,0.07632658472821287,0.3858296564941662,0.5655445261912233,2.932563783015994,0.9942192696132637
8.25,0.07626355694510056,1.2325415523698386e-15,0.07626355694509933,0.38534495259912105,0.5762031298184744,2.9289380218473937,1.0049131131115567
9.166666666666666,0.07622749674302311,1.2125584254249657e-15,0.0762274967430219,0.39079929063390484,0.5953924777250471,2.9673966266436187,1.0245590576242418
10.083333333333332,0.07620617156894129,1.1844782583251518e-15,0.0762061715689401,0.39892482542803676,0.6158808137031923,3.0248024107103784,1.0456148409345245
11.0,0.076188810929797,1.1789779754352694e-15,0.07618881092979582,0.4001205007478767,0.6162374483724873,3.0332429042056552,1.0458651859010613
11.916666666666666,0.07617206519355262,1.158744655863868e-15,0.07617206519355146,0.40564602021457014,0.628629559600092,3.0723059801287778,1.05855063412173
12.833333333333332,0.0761558330459015,1.1789124367018582e-15,0.07615583304590032,0.39880223441011464,0.6220576317577702,3.0238455980397725,1.0516785962645927
13.75,0.07614102910077816,1.179581715668706e-15,0.07614102910077698,0.39822606350974543,0.6301989722714549,3.0197075250714267,1.060021877041482
14.666666666666666,0.07612477497232752,1.1880508407929905e-15,0.07612477497232632,0.3952586492778238,0.6343068166625383,2.99864896670598,1.0641934442038283
15.583333333333332,0.07610636934396169,1.1958192317117516e-15,0.07610636934396049,0.3925458042251276,0.6389897391417145,2.9793845863555526,1.0689483433512594
16.5,0.07608495481904573,1.1963976849958793e-15,0.07608495481904454,0.3920123413661418,0.6479185390844672,2.975527149445625,1.0780732958786783
17.416666666666664,0.07606003370376901,1.1718708546069985e-15,0.07606003370376785,0.39919930606403914,0.6721789525850367,3.026267152106116,1.103016916621989
18.333333333333332,0.07602786643253437,1.1332575342170073e-15,0.07602786643253323,0.41148327387901745,0.705826955927785,3.1130433948748824,1.1376162791227826
19.25,0.07598099627837718,1.0951556607079867e-15,0.07598099627837608,0.4246093437136779,0.7403100343595593,3.2057436012488316,1.1729953549651007
20.166666666666664,0.07590224298237591,1.0638853405312673e-15,0.07590224298237484,0.43613751040240845,0.7709363457981366,3.2870664846911977,1.2042146677474461
21.083333333333332,0.07574030994391281,1.0467446932868778e-15,0.07574030994391177,0.4425308046432578,0.7908080070979896,3.3318664074549162,1.2238717874861764
22.0,0.07527400746791249,1.1805463230219558e-15,0.07527400746791131,0.3938778283534731,0.695869763580282,2.986570707547032,1.123286958281063
