time,mu,q_eth,vg,vz,v_glu,v_xyl,slack_glu,slack_xyl,FO_upt_glu,FO_upt_xyl
1.8333333333333335,0.11247116914040318,9.821114850380742,5.592634248743508,0.45426771744754507,-5.592642830668001,-7.419135882571518e-09,8.581924492823134e-06,-0.4542677100284092,5.852802250945144e-07,1.8613228092124804e-07
3.666666666666667,0.10727296593834075,9.390820810921511,5.411238614859024,0.5067471907229731,-5.411225904080834,-7.42004024032604e-09,-1.2710778189983785e-05,-0.5067471833029329,5.093737093848787e-06,1.8562535475653508e-07
5.5,0.091327163579704,8.925244631236877,5.143631602048971,0.5843578229830564,-5.143626769806547,-7.494314226682628e-09,-4.832242423979949e-06,-0.5843578154887421,3.93745677302379e-06,1.8487243465544646e-07
7.333333333333334,0.08668853042174461,8.25820753793527,4.739138364698121,0.7020860612357432,-4.739110854914059,-7.418381309863777e-09,-2.7509784062296205e-05,-0.7020860538173619,8.543864370374856e-06,1.8373537640106537e-07
9.166666666666668,0.07382654298590377,7.171067138736828,4.120801588522768,0.8823433278125883,-4.120775905403737,-7.4168157148488775e-09,-2.5683119030617263e-05,-0.8823433203957726,8.718186761539773e-06,1.8200035129950618e-07
11.000000000000002,0.05684292554217054,5.5972719228919745,3.2282810842296294,1.137960411134901,-3.227859015525622,-7.418618255189654e-09,-0.00042206870400729457,-1.137960403716283,7.731884788440501e-05,1.7955934661912977e-07
12.833333333333336,0.03578755716465995,3.7205486008043036,2.1547242687747703,1.412504069914878,-2.1546600375995903,-7.417307072029025e-09,-6.42311751799518e-05,-1.412504062497571,1.5482880381808696e-05,1.7696548486175867e-07
14.66666666666667,0.01605805779195662,2.084651266210707,1.200596351400234,1.5523362315867586,-1.2004606963453268,-7.416951201465855e-09,-0.0001356550549072022,-1.5523362241698073,6.596788972407858e-05,1.757336905843404e-07
16.500000000000004,0.0042170253542353426,1.0183588031578683,0.5810444484370145,1.4704222478345716,-0.5794552972300878,-7.417860710094495e-09,-0.0015891512069267089,-1.4704222404167109,0.001115259750356676,1.7671144580110153e-07
18.333333333333336,0.0009741854304127104,0.4662941301405266,0.259186516517261,1.245914575614643,-0.2591574906399178,-7.41616546950817e-09,-2.9025877343213935e-05,-1.2459145681984776,4.1510261961698164e-05,1.79065964339722e-07
20.166666666666668,0.0004802464884270525,0.202279768302082,0.11110264753796642,0.9905904136294656,-0.11108175217113937,-7.413321744120949e-09,-2.0895366827047845e-05,-0.9905904062161439,5.944818077602461e-05,1.816666301626146e-07
22.0,0.0006263371376180604,0.08264670949355835,0.0467694364918803,0.7626205481898424,-0.04675960374320732,-7.395324602194038e-09,-9.832748672979064e-06,-0.7626205407945178,0.00011189948960209812,1.8395503208826728e-07
