2.000000000000000111e-01,1.110148981993383366e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.000713207441703334e-01,1.106485779974910422e+01,2.466784182567108535e-04,1.000000000000000000e+00
2.002968323543447005e-01,1.094902970562125510e+01,1.026659727114092755e-03,1.000000000000000000e+00
2.004604295872440545e-01,1.086500229915459492e+01,1.592496599171190630e-03,1.000000000000000000e+00
2.004744462970787788e-01,1.085777746739713301e+01,1.641148562453468391e-03,1.000000000000000000e+00
2.005187398192004589e-01,1.083494662840969269e+01,1.794891262271751256e-03,1.000000000000000000e+00
2.005508474385354345e-01,1.081839694230476390e+01,1.906336725328549621e-03,1.000000000000000000e+00
2.005508500907110525e-01,1.135748566415877647e+01,1.268588984141023890e-02,1.002086388213369483e+00
2.005508584705036346e-01,1.306078596261608205e+01,4.674487834917596257e-02,1.008678523291902884e+00
2.005508645437155402e-01,1.429524411506541703e+01,7.142895648441180412e-02,1.013456139381590404e+00
2.005508650098854762e-01,1.439001338479771519e+01,7.332394750747930900e-02,1.013822916648260852e+00
2.005508664827921617e-01,1.468944559168142838e+01,7.931134562304185953e-02,1.014981783090340928e+00
2.005508675502737370e-01,1.490645754784797816e+01,8.365068172775870503e-02,1.015821665600866286e+00
