fe,time_h,reaction_idx,is_active,is_candidate,X,N,G,F,E
1,5.000000,5,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,6,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,7,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,10,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,11,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,12,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,14,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,19,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,21,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,23,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,25,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,27,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,33,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,34,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,35,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,37,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,44,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,45,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,49,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,62,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,63,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,74,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,79,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,80,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,91,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,93,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,96,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,99,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,113,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,121,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,123,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,127,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,130,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,131,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,132,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,133,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,136,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,152,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,174,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
1,5.000000,179,1,1,0.582085,0.131629,95.670908,106.773204,4.681014
